price_per_m2,area (m2),category,direction,floor_num,toilet_num,livingroom_num,bedroom_num,liability,district,city_province,street (m)
3.31E7,1993.0,Bán đất thổ cư,Tây Nam,-1,-1,-1,-1,Giấy tờ hợp lệ,Quận 12,TP. Hồ Chí Minh,12.5
1.04E8,144.0,Bán đất thổ cư,Bắc,-1,-1,-1,-1,Sổ hồng,Quận Gò Vấp,TP. Hồ Chí Minh,12.5
3.51E7,1700.0,"Bán kho, nhà xưởng",Tây Nam,1,2,1,2,Sổ hồng,Quận 12,TP. Hồ Chí Minh,12.5
4.87E7,208.0,Bán biệt thự,Không xác định,-1,-1,-1,-1,Không xác định,Vũng Tàu,Bà Rịa - Vũng Tàu,-1.0
7.0E7,80.0,Bán nhà phố dự án,Đông Bắc,5,3,2,3,Sổ hồng,TP. Thanh Hóa,Thanh Hóa,17.5
1.42E7,90.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Huyện Bình Chánh,TP. Hồ Chí Minh,-1.0
9800000.0,107.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Huyện Bình Chánh,TP. Hồ Chí Minh,-1.0
2.15E7,51.0,Bán căn hộ chung cư,Không xác định,22,1,1,1,Sổ hồng,Dĩ An,Bình Dương,40.0
77083.0,240.0,Bán đất nền dự án,Không xác định,-1,-1,-1,-1,Không xác định,Biên Hòa,Đồng Nai,-1.0
19118.0,680.0,Bán đất nền dự án,Không xác định,-1,-1,-1,-1,Sổ hồng,Biên Hòa,Đồng Nai,25.0
2.1E7,100.0,Bán đất nền dự án,Không xác định,-1,-1,-1,-1,Sổ hồng,Biên Hòa,Đồng Nai,25.0
2.27E8,154.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 7,TP. Hồ Chí Minh,-1.0
4.62E7,147.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Huyện Nhà Bè,TP. Hồ Chí Minh,-1.0
1.57E8,90.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 7,TP. Hồ Chí Minh,-1.0
3.88E7,360.0,Bán nhà phố dự án,Không xác định,-1,-1,-1,-1,Không xác định,TP. Thanh Hóa,Thanh Hóa,-1.0
1900000.0,489.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Phú Giáo,Bình Dương,-1.0
64576.0,85.0,Bán nhà phố dự án,Không xác định,-1,-1,-1,-1,Không xác định,TP. Thanh Hóa,Thanh Hóa,-1.0
1.21E8,112.0,Bán nhà phố dự án,Không xác định,-1,-1,-1,-1,Không xác định,TP. Thanh Hóa,Thanh Hóa,-1.0
1.56E8,76.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Hải Châu,TP. Đà Nẵng,-1.0
3.06E7,294.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Bình Tân,TP. Hồ Chí Minh,-1.0
5.29E7,47.69,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Quận 7,TP. Hồ Chí Minh,-1.0
5.25E7,60.0,Bán nhà riêng,Đông Nam,1,1,1,2,Sổ hồng,Quận Bình Tân,TP. Hồ Chí Minh,3.0
2.56E8,117.0,Bán nhà phố dự án,Không xác định,-1,-1,-1,-1,Không xác định,Quận 7,TP. Hồ Chí Minh,-1.0
4.46E7,94.0,Bán căn hộ chung cư,Tây Bắc,19,2,1,3,Hợp đồng,Quận 2,TP. Hồ Chí Minh,-1.0
780000.0,50.0,Bán căn hộ chung cư,Không xác định,-1,1,1,-1,Không xác định,Dĩ An,Bình Dương,-1.0
43333.0,300.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Sổ hồng,Bàu Bàng,Bình Dương,85.0
794000.0,306.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Quận 2,TP. Hồ Chí Minh,-1.0
614000.0,122.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Quận 2,TP. Hồ Chí Minh,-1.0
7.83E7,60.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Thủ Đức,TP. Hồ Chí Minh,-1.0
1400000.0,2030.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Châu Thành,Long An,-1.0
7.69E7,104.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 9,TP. Hồ Chí Minh,-1.0
1.01E8,48.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Tân Phú,TP. Hồ Chí Minh,-1.0
32500.0,200.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Tuy Phong,Bình Thuận,-1.0
7.0E7,300.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Ngũ Hành Sơn,TP. Đà Nẵng,-1.0
8.75E7,80.0,Bán căn hộ chung cư,Không xác định,16,2,1,2,Sổ hồng,Hải Châu,TP. Đà Nẵng,40.0
1.39E8,329.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 8,TP. Hồ Chí Minh,-1.0
1.61E8,150.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 8,TP. Hồ Chí Minh,-1.0
2.34E8,128.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 8,TP. Hồ Chí Minh,-1.0
1.13E8,179.3,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 8,TP. Hồ Chí Minh,-1.0
1.24E8,189.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 8,TP. Hồ Chí Minh,-1.0
6.71E7,298.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 8,TP. Hồ Chí Minh,-1.0
2.63E7,235.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Huyện Củ Chi,TP. Hồ Chí Minh,-1.0
1.5E7,100.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Giấy đỏ,Tam Dương,Vĩnh Phúc,-1.0
40000.0,450.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Phan Rang - Tháp Chàm,Ninh Thuận,-1.0
39778.0,450.0,Bán nhà phố dự án,Không xác định,-1,-1,-1,-1,Không xác định,Phan Rang - Tháp Chàm,Ninh Thuận,-1.0
6.66E7,180.0,Bán biệt thự,Không xác định,-1,-1,-1,-1,Sổ hồng,Bến Lức,Long An,-1.0
2.2E7,100.0,Bán đất nền dự án,Không xác định,-1,-1,-1,-1,Sổ hồng,Bến Lức,Long An,-1.0
3.15E7,40.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Thanh Xuân,Hà Nội,-1.0
1.52E8,50.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Nam Từ Liêm,Hà Nội,-1.0
1.6E8,56.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Cầu Giấy,Hà Nội,-1.0
7.77E7,162.0,Bán biệt thự,Không xác định,3,7,1,7,Sổ hồng,Sầm Sơn,Thanh Hóa,25.0
2.35E8,45.0,Bán nhà riêng,Không xác định,5,5,1,5,Sổ hồng,Quận Tân Bình,TP. Hồ Chí Minh,6.0
405000.0,138.0,Bán đất nền dự án,Không xác định,-1,-1,-1,-1,Không xác định,Huyện Nhà Bè,TP. Hồ Chí Minh,-1.0
9.37E8,336.0,Bán biệt thự,Không xác định,-1,-1,-1,-1,Không xác định,Hoàn Kiếm,Hà Nội,-1.0
1.28E8,100.0,Bán nhà phố dự án,Không xác định,-1,-1,-1,-1,Không xác định,Quận Bình Tân,TP. Hồ Chí Minh,-1.0
1.28E8,100.0,Bán nhà phố dự án,Không xác định,-1,-1,-1,-1,Không xác định,Quận Bình Tân,TP. Hồ Chí Minh,-1.0
3.83E7,206.0,Bán nhà phố dự án,Không xác định,-1,-1,-1,-1,Không xác định,Quận Bình Tân,TP. Hồ Chí Minh,-1.0
712000.0,66.0,Bán căn hộ chung cư,Không xác định,39,2,1,2,Sổ hồng,Thuận An,Bình Dương,40.0
3.75E7,56.0,Bán căn hộ chung cư,Không xác định,29,2,1,2,Sổ hồng,Dĩ An,Bình Dương,25.0
3.33E7,30.0,Bán căn hộ chung cư,Không xác định,30,1,1,1,Sổ hồng,Biên Hòa,Đồng Nai,25.0
8.06E7,150.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 9,TP. Hồ Chí Minh,-1.0
857000.0,70000.0,Bán nhà phố dự án,Không xác định,-1,5,-1,5,Không xác định,Quận 9,TP. Hồ Chí Minh,-1.0
2.02E8,44.0,Bán nhà riêng,Không xác định,5,6,1,5,Sổ hồng,Quận 11,TP. Hồ Chí Minh,-1.0
4.0E8,75.0,Bán nhà riêng,Không xác định,3,3,-1,4,Sổ hồng,Quận 3,TP. Hồ Chí Minh,-1.0
1.98E8,50.0,Bán nhà riêng,Không xác định,5,4,1,3,Sổ hồng,Quận 11,TP. Hồ Chí Minh,-1.0
2.31E8,54.0,Bán nhà riêng,Không xác định,-1,5,1,5,Sổ hồng,Quận 3,TP. Hồ Chí Minh,-1.0
1.73E8,173.0,Bán nhà riêng,Không xác định,4,-1,-1,-1,Sổ hồng,Quận 6,TP. Hồ Chí Minh,-1.0
2.44E8,27.0,Bán nhà riêng,Không xác định,5,3,1,2,Sổ hồng,Quận 10,TP. Hồ Chí Minh,-1.0
2.09E8,26.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Hai Bà Trưng,Hà Nội,-1.0
1.89E8,37.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Long Biên,Hà Nội,-1.0
1.41E8,90.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Bình Thạnh,TP. Hồ Chí Minh,-1.0
5.71E7,112.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Cầu Giấy,Hà Nội,-1.0
1.55E8,45.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Long Biên,Hà Nội,-1.0
4.45E7,73.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 9,TP. Hồ Chí Minh,-1.0
3.4E8,35.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Cầu Giấy,Hà Nội,-1.0
4.8E7,25.0,"Bán căn hộ Mini, Dịch vụ",Không xác định,-1,-1,-1,-1,Không xác định,Quận 12,TP. Hồ Chí Minh,-1.0
3.78E8,230.0,Bán biệt thự,Không xác định,-1,-1,-1,-1,Không xác định,Tây Hồ,Hà Nội,-1.0
2.53E7,77.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Quận Gò Vấp,TP. Hồ Chí Minh,-1.0
4.8E7,25.0,Bán căn hộ chung cư,Không xác định,3,1,1,1,Giấy tờ hợp lệ,Quận 12,TP. Hồ Chí Minh,8.0
2.62E8,225.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Cầu Giấy,Hà Nội,-1.0
1.11900006E9,554.0,Bán nhà hàng - Khách sạn,Không xác định,-1,-1,-1,-1,Không xác định,Hai Bà Trưng,Hà Nội,-1.0
5.93E7,64.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Bình Thạnh,TP. Hồ Chí Minh,-1.0
7.14E7,56.0,Bán nhà riêng,Không xác định,3,3,1,4,Sổ hồng,Quận 9,TP. Hồ Chí Minh,4.0
2.28E8,35.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Ba Đình,Hà Nội,-1.0
9900000.0,264.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Cần Đước,Long An,-1.0
3.0E7,85.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Thuận An,Bình Dương,-1.0
2.2E7,100.0,Bán đất nền dự án,Không xác định,-1,-1,-1,-1,Sổ hồng,Bến Lức,Long An,-1.0
8.33E7,300.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Sổ hồng,Bến Lức,Long An,-1.0
3.59E7,36.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Dĩ An,Bình Dương,-1.0
6.59E7,88.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Bến Lức,Long An,-1.0
2.43E7,52.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Thuận An,Bình Dương,-1.0
1.64E7,50.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Tân Uyên,Bình Dương,-1.0
1.96E8,407.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Quận 2,TP. Hồ Chí Minh,-1.0
1.72E8,110.0,Bán nhà riêng,Không xác định,5,5,1,5,Sổ hồng,Quận 7,TP. Hồ Chí Minh,12.5
257000.0,3450.0,"Bán đất nông, lâm nghiệp",Không xác định,-1,-1,-1,-1,Không xác định,Bến Cát,Bình Dương,-1.0
6.23E7,69.0,Bán căn hộ chung cư,Đông Nam,30,2,1,2,Sổ hồng,Sơn Trà,TP. Đà Nẵng,17.5
5200000.0,12700.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Vĩnh Thạnh,TP. Cần Thơ,-1.0
